,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blank RPL created,10/1/1997,
Pos,Event,Latitude,,,Longitude,,,Decimal,Radians,Sin,Meridional,Distance from,Decimal,Difference,Difference,Difference,Difference,Course,Distance,Bearing,Distance (km),,Slack,Cable Distance (km),,Cable,Cumulative,Cable Totals,Approx,Burial,Fibre,Lay,Date,Remarks,A,AA,EE
No.,,,,,,,,Latitude,Latitude,Latitude,Parts,Equator,Longitude,in Latitude,in MPs,in E Dist,in Longitude,(Radians),in nmiles,°T,Between,Cumulative,%,Between,Cumulative,Type,by type,By Type,Depth,Depth,Type,Vessel,Installed,,(Semi-major Axis),(Semi-major Axis in,(Eccentricity^2)
,,,,,,,,(degrees),,,,,(minutes),(degrees),,,(minutes),,(6087 ft),,Positions,Total,,Positions,Total,,,(km),(m),(m),,,,,,   feet),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Land,,,,,,,,,6378137,3437.760198,0.00669437999
-,Tuas Station,,,,,,,,,,,,,,,,,,,,,,,,0.000,,,,,-,,,,,,,
18,AC14,1 ° ,18.487 ',N,103 ° ,36.815 ',E,1 ° ,0.02283091374,0.02282893036,77.96834855,77.96192098,6216.8147,,,,,,,,,4.478,,,9.721,,4.509Ê,,10,5.2,,,,,,,
,,,,,,,,,,,,,,0 ° ,-0.02722376314,-0.02721682323,-0.0046,0.1673889445,0.02760262089,189.6,0.051,,0.04,0.051,,SAH-20,,,,,LS+,,,,,,
19,AC15,1 ° ,18.460 ',N,103 ° ,36.810 ',E,1 ° ,0.02282294341,0.0228209621,77.94112478,77.93470416,6216.8101,,,,,,,,,4.529,,,9.772,,4.560Ê,,10,4.7,,,,,,,
,,,,,,,,,,,,,,0 ° ,-0.03964335414,-0.03963325701,-0.0144,0.3484197282,0.0421669236,200.0,0.078,,0.04,0.078,,SAH-20,,,,,LS+,,,,,,
20,AC16,1 ° ,18.420 ',N,103 ° ,36.796 ',E,1 ° ,0.02281133697,0.02280935868,77.90148143,77.8950709,6216.7957,,,,,,,,,4.607,,,9.850,,4.638Ê,,10,4.4,,,,,,,
,,,,,,,,,,,,,,0 ° ,-0.6007097767,-0.6005580492,-0.1756,0.28439691,0.625691422,196.3,1.161,,0.04,1.161,,SAH-20,,,,,LS+,,,,,,
21,AC17,1 ° ,17.815 ',N,103 ° ,36.620 ',E,1 ° ,0.02263546596,0.02263353307,77.30077165,77.29451285,6216.6201,,,,,,,,,5.768,,,11.012,,5.800Ê,,7,5.8,,,,,,,
,,,,,,,,,,,,,,0 ° ,-1.315472448,-1.315148455,-0.3531,0.2622392335,1.361702486,195.0,2.526,,0.04,2.527,,SAH-20,,,,,LS+,,,,,,
22,AC18,1 ° ,16.491 ',N,103 ° ,36.267 ',E,1 ° ,0.02225032997,0.02224849408,75.9852992,75.9793644,6216.267,,,,,,,,,8.294,,,13.539,,8.327Ê,,19,3.8,,,,,,,
,,,,,,,,,,,,,,0 ° ,-0.03427764054,-0.0342693487,-0.0056,0.1619411631,0.03472366758,189.3,0.064,,0.04,0.064,,SAH-20,,,,,LS+,,,,,,
23,AC19,1 ° ,16.457 ',N,103 ° ,36.261 ',E,1 ° ,0.02224029433,0.02223846092,75.95102156,75.94509505,6216.2614,,,,,,,,,8.359,,,13.603,,8.391Ê,,19,4.0,,,,,,,
,,,,,,,,,,,,,,0 ° ,-0.03546989814,-0.03546132589,-0.0131,0.3537880505,0.03780254879,200.3,0.070,,0.04,0.070,,SAH-20,,,,,LS+,,,,,,
24,AC20,1 ° ,16.421 ',N,103 ° ,36.248 ',E,1 ° ,0.02222990962,0.02222807877,75.91555167,75.90963372,6216.2483,,,,,,,,,8.429,,,13.674,,8.462Ê,,19,4.4,,,,,,,
,,,,,,,,,,,,,,0 ° ,-0.6148102524,-0.614662956,-0.165,0.2621970823,0.6364137851,195.0,1.181,,0.04,1.181,,SAH-20,,,,,LS+,,,,,,
25,AC21,1 ° ,15.802 ',N,103 ° ,36.083 ',E,1 ° ,0.02204990799,0.02204812126,75.30074141,75.29497077,6216.0833,,,,,,,,,9.610,,,14.855,,9.643Ê,,21,4.4,,,,,,,
,,,,,,,,,,,,,,0 ° ,-0.1031305009,-0.1031060308,-0.0161,0.1548628916,0.1043548781,188.9,0.194,,0.04,0.194,,SAH-20,,,,,LS+,,,,,,
26,AC22,1 ° ,15.698 ',N,103 ° ,36.067 ',E,1 ° ,0.0220197138,0.0220179344,75.19761091,75.19186474,6216.0672,,,,,,,,,9.803,,,15.048,,9.836Ê,,21,5.2,,,,,,,
,,,,,,,,,,,,,,0 ° ,-0.7316483076,-0.7314766569,-0.0457,0.06238066289,0.7329021829,183.6,1.360,,0.04,1.360,,SAH-20,,,,,LS+,,,,,,
27,AC23,1 ° ,14.962 ',N,103 ° ,36.022 ',E,1 ° ,0.02180550372,0.02180377575,74.4659626,74.46038808,6216.0215,,,,,,,,,11.163,,,16.409,,11.197Ê,,25,4.6,,,,,,,
,,,,,,,,,,,,,,0 ° ,-0.03517149054,-0.03516332479,-0.0041,0.116047922,0.03540143508,186.6,0.066,,0.04,0.066,,SAH-20,,,,,LS+,,,,,,
28,AC24,1 ° ,14.926 ',N,103 ° ,36.017 ',E,1 ° ,0.02179520628,0.02179348075,74.43079111,74.42522476,6216.0174,,,,,,,,,11.229,,,16.474,,11.262Ê,,25,4.4,,,,,,,
,,,,,,,,,,,,,,0 ° ,-2.160646964,-2.16016022,-0.4047,0.1851595751,2.197726207,190.6,4.077,,0.04,4.079,,SAH-20,,,,,LS+,,,,,,
29,POL: Enter Traffic Traffic Seperation Scheme,1 ° ,12.752 ',N,103 ° ,35.613 ',E,1 ° ,0.02116261169,0.02116103209,72.27014415,72.26506454,6215.6127,,,,,,,,,15.306,,,20.554,,15.342Ê,,26,,,,,Based on EGS database position,,,
,,,,,,,,,,,,,,0 ° ,-0.3341241707,-0.3340514867,-0.0626,0.1852083508,0.3398638713,190.6,0.631,,0.04,0.631,,SAH-20,,,,,LS+,,,,,,
30,AC25,1 ° ,12.415 ',N,103 ° ,35.550 ',E,1 ° ,0.02106478599,0.02106322819,71.93601998,71.93101305,6215.5501,,,,,,,,,15.937,,,21.184,,15.972Ê,,30,5.1,,,,,,,
,,,,,,,,,,,,,,0 ° ,-0.2464943689,-0.2464411861,-0.0761,0.2994458359,0.2579185326,197.2,0.479,,0.04,0.479,,SAH-20,,,,,LS+,,,,,,
31,AC26,1 ° ,12.167 ',N,103 ° ,35.474 ',E,1 ° ,0.02099261662,0.02099107478,71.68952561,71.68457186,6215.474,,,,,,,,,16.415,,,21.663,,16.451Ê,,30,5.1,,,,,,,
,,,,,,,,,,,,,,0 ° ,-0.08564204999,-0.08562365902,-0.0258,0.2926067473,0.08942463382,196.8,0.166,,0.04,0.166,,SAH-20,,,,,LS+,,,,,,
32,"POL: Exit Malaysia - TS, Enter Indonesia - TS",1 ° ,12.081 ',N,103 ° ,35.448 ',E,1 ° ,0.02096754206,0.02096600574,71.60388356,71.5989482,6215.4482,,,,,,,,,16.581,,,21.829,,16.617Ê,,30,4.8,,,,,,,
,,,,,,,,,,,,,,0 ° ,-0.3969135462,-0.3968288952,-0.1198,0.293133887,0.4145106644,196.8,0.769,,0.04,0.769,,SAH-20,,,,,LS+,,,,,,
33,AC27,1 ° ,11.682 ',N,103 ° ,35.328 ',E,1 ° ,0.02085133222,0.0208498213,71.20697001,71.20211931,6215.3284,,,,,,,,,17.350,,,22.598,,17.386Ê,,30,4.8,,,,,,,
,,,,,,,,,,,,,,0 ° ,-0.5892583396,-0.5891344268,-0.1088,0.1825825743,0.5990925095,190.5,1.112,,0.04,1.112,,SAH-20,,,,,LS+,,,,,,
34,POL: Enter Traffic Traffic Seperation Scheme West bound,1 ° ,11.089 ',N,103 ° ,35.220 ',E,1 ° ,0.02067880642,0.0206773327,70.61771167,70.61298488,6215.2196,,,,,,,,,18.462,,,23.710,,18.498Ê,,31,,,,,Based on EGS database position,,,
,,,,,,,,,,,,,,0 ° ,-0.7337135704,-0.7335621973,-0.1353,0.1823558006,0.7459303149,190.4,1.384,,0.04,1.384,,SAH-20,,,,,LS+,,,,,,
35,POL: Exit Traffic Traffic Seperation Scheme West bound,1 ° ,10.350 ',N,103 ° ,35.084 ',E,1 ° ,0.02046398548,0.02046255721,69.8839981,69.87942269,6215.0843,,,,,,,,,19.846,,,25.095,,19.883Ê,,29,,,,,Based on EGS database position,,,
,,,,,,,,,,,,,,0 ° ,-0.07997805828,-0.07996175218,-0.0148,0.1829808404,0.0813193243,190.5,0.151,,0.04,0.151,,SAH-20,,,,,LS+,,,,,,
36,Transition SAH/DAH,1 ° ,10.270 ',N,103 ° ,35.070 ',E,1 ° ,0.02044056898,0.02043914561,69.80402005,69.79946093,6215.0695,,,,,,,,,19.996,,,25.246,,20.034Ê,20.034,29,4.3,,,,,,,
,,,,,,,,,,,,,,0 ° ,-0.1484312252,-0.1484010635,-0.0274,0.1825423423,0.1509083515,190.5,0.280,,5.30,0.295,,DAH-20,,,,,LS+,,,,,,
37,AC28,1 ° ,10.120 ',N,103 ° ,35.042 ',E,1 ° ,0.02039711028,0.02039569597,69.65558882,69.65105987,6215.0421,,,,,,,,,20.276,,,25.541,,0.295Ê,,22,4.4,,,,,,,
