,,,,,,,,,,,,,,,Total Utilization (Gbps),"2,022"
,IP Utilization,,,,,,,,,,,,,,Lit Capacity (Gbps),"5,820"
,"Total Active Capacity
(Gbps)",UTILIZATION,,,,,,,,,,,,,% Utilization (Peak),34.74%
IPOP,5820,32.03%,,,,,,,,,,,,,Useable Capacity (Gbps),"3,770"
,,,,,,,,,,,,,,,% Utilization (Peak),53.62%
SITE,CABLE,A Side,Port A Side,Z Side,Port B Side,BEARER ID,Globe Circuit ID,Handover Document,Trunk Type,Link,Total Capacity (Mbps),Total Capacity (Gbps),Utilization,Remarks,Available Capacity (Gbps),Utilization (Gbps)
LA,SEA-US,DAVCLS-DRRTR-001,8/1/18,LAXOWB-BRRTR-001,8/1/3,DVO/GLB-LAP/GTI 10G00603, IH-ASZ-7662,R0058342,IP,DAV-LA 19,10000,10,0%,,0,0.00000
LA,SEA-US,DAVCLS-DRRTR-001,8/1/19,LAXOWB-BRRTR-001,8/1/4,DVO/GLB-LAP/GTI 10G00604, IH-ASZ-7663,R0058343,IP,DAV-LA 20,10000,10,0%,,0,0.00000
LA,SEA-US,DAVCLS-DRRTR-001,8/1/20,LAXOWB-BRRTR-001,8/1/5,DVO/GLB-LAP/GTI 10G00605, IH-ASZ-7664,R0058344,IP,DAV-LA 21,10000,10,0%,,0,0.00000
LA,SEA-US,DAVCLS-DRRTR-001,8/1/21,LAXOWB-BRRTR-001,8/1/6,DVO/GLB-LAP/GTI 10G00606, IH-ASZ-7665,R0058345,IP,DAV-LA 22,10000,10,0%,,0,0.00000
LA,SEA-US,DAVCLS-DRRTR-001,8/1/22,LAXOWB-BRRTR-001,8/1/7,DVO/GLB-LAP/GTI 10G00607, IH-ASZ-7666,R0058346,IP,DAV-LA 23,10000,10,0%,,0,0.00000
LA,SEA-US,DAVCLS-DRRTR-001,8/1/23,LAXOWB-BRRTR-001,8/1/8,DVO/GLB-LAP/GTI 10G00608, IH-ASZ-7668,R0058347,IP,DAV-LA 24,10000,10,0%,SEA-US Faulty Card,0,0.00000
LA,SEA-US,DAVCLS-DRRTR-002,1/1/c5,LAXOWB-BRRTR-002,1/1/c1,DVO/GLB-LAP/GTI 100G007,IH-ATZ-4446,R0080058,IP,DAVDR2 to LAXBR2-1,100000,100,0%,,0,0.00000
LA,SEA-US,DAVCLS-DRRTR-002,2/1/c5,LAXOWB-BRRTR-002,2/1/c1,DVO/GLB-LAP/GTI 100G008,IH-ATZ-4449,R0080059,IP,DAVDR2 to LAXBR2-2,100000,100,0%,,0,0.00000
SEATTLE,SEA-US,DAVCLS-DRRTR-001,7/1/13,SEATWB-BRRTR-001,3/1/4,DVO/GT-LAX/GTI 64S017LAN,IH-ARZ-9787,R0045560,IP,DAV-SEA 1,10000,10,0%,,0,0.00000
SEATTLE,SEA-US,DAVCLS-DRRTR-001,7/1/14,SEATWB-BRRTR-001,3/1/5,DVO/GT-LAX/GTI 64S018LAN ,IH-ARZ-9788,R0045561,IP,DAV-SEA 2,10000,10,0%,,0,0.00000
SEATTLE,SEA-US,DAVCLS-DRRTR-001,7/1/15,SEATWB-BRRTR-001,4/1/4,DVO/GT-LAX/GTI 64S019LAN,IH-ARZ-9789,R0045562,IP,DAV-SEA 3,10000,10,0%,,0,0.00000
SEATTLE,SEA-US,DAVCLS-DRRTR-001,7/1/4,SEATWB-BRRTR-001,3/1/1,DVO/GLB-LAP/GTI 100G002and DVO/GT-LAX/GTI 64S002OTU4,,R0018620,IP,DAV-SEA 4,10000,10,0%,,0,0.00000
SEATTLE,SEA-US,DAVCLS-DRRTR-001,7/1/5,SEATWB-BRRTR-001,3/1/2,DVO/GLB-LAP/GTI 100G002and DVO/GT-LAX/GTI 64S002OTU4,,R0018620,IP,DAV-SEA 5,10000,10,0%,,0,0.00000
SEATTLE,SEA-US,DAVCLS-DRRTR-001,8/1/11,SEATWB-BRRTR-001,4/1/5,DVO/GT-LAX/GTI 64S020LAN,IH-ARZ-9790,R0045563,IP,DAV-SEA 6,10000,10,0%,,0,0.00000
SEATTLE,SEA-US,DAVCLS-DRRTR-001,8/1/12,SEATWB-BRRTR-001,4/1/6,DVO/GT-LAX/GTI 64S021LAN,IH-ARZ-9791,R0045564,IP,DAV-SEA 7,10000,10,0%,,0,0.00000
SEATTLE,SEA-US,DAVCLS-DRRTR-001,8/1/4,SEATWB-BRRTR-001,3/1/3,DVO/GLB-LAP/GTI 100G002and DVO/GT-LAX/GTI 64S002OTU4,,R0018620,IP,DAV-SEA 8,10000,10,0%,,0,0.00000
SINGAPORE,SJC,NASGBU-DRRTR-001,5/2/29,SGPEQX-BRRTR-001,10/2/1,EQX/GT-NSB/GT 64S015LAN,IH-ATZ-1453,  A131932,IP,NAS-SNG8,10000,10,0%,,0,0.00000
SINGAPORE,SJC,NASGBU-DRRTR-001,5/2/30,SGPEQX-BRRTR-001,10/2/2,EQX/GT-NSB/GT 64S016LAN,IH-ATZ-1454,  A131933,IP,NAS-SNG21,10000,10,54%,,10,5.35589
SINGAPORE,SJC,NASGBU-DRRTR-001,5/2/31,SGPEQX-BRRTR-001,10/2/3,EQX/GT-NSB/GT 64S017LAN,IH-ATZ-1455,  A131934,IP,NAS-SNG22,10000,10,55%,,10,5.46058
SINGAPORE,SJC,NASGBU-DRRTR-001,5/2/32,SGPEQX-BRRTR-001,10/2/4,EQX/GT-NSB/GT 64S018LAN,IH-ATZ-1456,  A131935,IP,NAS-SNG24,10000,10,52%,,10,5.19396
SINGAPORE,SJC,NASGBU-DRRTR-001,5/2/33,SGPEQX-BRRTR-001,10/2/5,EQX/GT-NSB/GT 64S019LAN,IH-ATZ-1457,  A131936,IP,NAS-SNG25,10000,10,0%,Down,0,0.00000
SINGAPORE,SJC,NASGBU-DRRTR-001,5/2/34,SGPEQX-BRRTR-001,10/2/6,EQX/GT-NSB/GT 64S020LAN,IH-ATZ-1458,  A131937,IP,NAS-SNG26,10000,10,0%,Down,0,0.00000
SINGAPORE,SJC,NASGBU-DRRTR-001,5/2/35,SGPEQX-BRRTR-001,10/2/7,EQX/GT-NSB/GT 64S021LAN,IH-ATZ-1459,  A131938,IP,NAS-SNG27,10000,10,52%,,10,5.22640
SINGAPORE,SJC,NASGBU-DRRTR-001,5/2/36,SGPEQX-BRRTR-001,10/2/8,EQX/GT-NSB/GT 64S022LAN,IH-ATZ-1460,  A131939,IP,NSG to SNG 32,10000,10,54%,,10,5.37446
SINGAPORE,SJC,NASGBU-DRRTR-001,4/1/22,SGPEQX-BRRTR-001,2/1/3,EQX/GT-NSB/GT 64S005OTU2,,  A131364,IP,NSG to SNG 33,10000,10,53%,,10,5.33066
SINGAPORE,SJC,NASGBU-DRRTR-001,4/1/17,SGPEQX-BRRTR-001,2/2/3,EQX/GT-NSB/GT 64S007LAN ,,  A131597,IP,NSG to SNG 34,10000,10,54%,,10,5.36041
SINGAPORE,SJC,NASGBU-DRRTR-001,5/1/34,SGPEQX-BRRTR-001,2/2/4,EQX/GT-NSB/GT 64S008LAN,,,IP,NSG to SNG 35,10000,10,52%,,10,5.22910
SINGAPORE,SJC,NASGBU-DRRTR-001,4/1/23,SGPEQX-BRRTR-001,2/1/4,EQX/GT-NSB/GT 64S008LAN,,  A131598,IP,NSG to SNG 36,10000,10,53%,,10,5.29391
SINGAPORE,SJC,NASGBU-DRRTR-001,5/1/1,SGPEQX-BRRTR-001,2/1/5,EQX/GT-NSB/GT 64S006LAN,,  A131593,IP,NSG to SNG 37,10000,10,52%,,10,5.23210
SINGAPORE,SJC,NASGBU-DRRTR-001,5/2/1,SGPEQX-BRRTR-001,2/2/5,EQX/GT-NSB/GT 64S010LAN,,  A131600,IP,NSG to SNG 38,10000,10,53%,,10,5.31298
SINGAPORE,SJC,NASGBU-DRRTR-001,5/2/37,SGPEQX-BRRTR-001,10/2/9,EQX/GT-NSB/GT 64S023LAN,IH-ATZ-1461,  A131940,IP,NSG to SNG 32,10000,10,0%,Down,0,0.00000
SINGAPORE,SJC,NASGBU-DRRTR-002,3/1/5,SGPGSW-BRRTR-001,2/2/10,GSW/GT-NSB/GT 64S001LAN,,A130996,IP,NSG to SNG 37,10000,10,0%,Down,0,0.00000
SINGAPORE,SJC,NASGBU-DRRTR-002,3/1/2,SGPEQX-BRRTR-001,1/2/10,EQX/GT-NSB/GT 64S005OTU2e,,  A131163,IP,SG1-NAS,10000,10,0%,Down,0,0.00000
SINGAPORE,SJC,NASGBU-DRRTR-002,4/1/37,SGPEQX-BRRTR-001,3/2/3,NSB/GT-MGI/GT 64S026LAN,,  A131606,IP,NSG to SNG 36,10000,10,0%,Down,0,0.00000
SINGAPORE,SJC,NASGBU-DRRTR-002,4/1/36,SGPEQX-BRRTR-001,3/2/2,EQX/GT-NSB/GT 64S011LAN,,  A131601,IP,SG1-NAS,10000,10,0%,Down,0,0.00000
SINGAPORE,TGNIA,BLLTRS-DRRTR-001,3/1/17,SGPGSW-BRRTR-001,4/2/9,A07YD-A07YJ NP10,IH-ASZ-3878,1114267,IP,BAL - SNG 8,10000,10,0%,Reallocation to SG5 BR,0,0.00000
SINGAPORE,TGNIA,BLLTRS-DRRTR-001,3/1/8,SGPGSW-BRRTR-001,4/2/4,A07YD-A07YJ NP8,IH-ASZ-3874,1114265,IP,BAL - SNG 5,10000,10,0%,Reallocation to SG5 BR,0,0.00000
SINGAPORE,TGNIA,BLLTRS-DRRTR-001,3/2/2,SGPGSW-BRRTR-001,1/2/7,P5G-RH8 NP17,IH-ASZ-3362,,IP,BAL - SNG 4,10000,10,0%,Reallocation to SG5 BR,0,0.00000
SINGAPORE,TGNIA,BLLTRS-DRRTR-001,3/2/6,SGPGSW-BRRTR-002,2/1/1,A07YD-A07YJ NP11,IH-AQZ-4783,1114256,IP,BAL - SNG 9,10000,10,0%,Reallocation to SG5 BR,0,0.00000
SINGAPORE,TGNIA,BLLTRS-DRRTR-001,3/2/7,SGPGSW-BRRTR-002,2/1/2,A07YD-A07YJ NP12,IH-AQZ-4784,1114258,IP,BAL - SNG 10,10000,10,0%,Reallocation to SG5 BR,0,0.00000
SINGAPORE,TGNIA,BLLTRS-DRRTR-001,4/2/4,SGPGSW-BRRTR-001,1/2/5,A07YD-A07YJ NP9,IH-ASZ-3876,1114266,IP,BAL - SNG 3,10000,10,0%,Reallocation to SG5 BR,0,0.00000
SINGAPORE,TGNIA,BLLTRS-DRRTR-001,4/2/6,SGPGSW-BRRTR-002,2/1/3,A07YD-A07YJ NP13,IH-AQZ-4785,1114259,IP,BAL to SNG-2 1,10000,10,0%,Reallocation to SG5 BR,0,0.00000
SINGAPORE,TGNIA,BLLTRS-DRRTR-001,4/2/7,SGPGSW-BRRTR-002,2/1/4,A07YD-A07YJ NP14,IH-AQZ-4786,1114260,IP,BAL to SNG-2 2,10000,10,0%,Reallocation to SG5 BR,0,0.00000
SINGAPORE,TGNIA,BLLTRS-DRRTR-001,3/2/10,SGPEQX-BRRTR-001,1/1/10,P5G-PQ6 NP4 + P5G-RH8 NP14,,,IP,BAL-SNG,10000,10,0%,Down,0,0.00000
SINGAPORE,TGNIA,BLLTRS-DRRTR-001,9/1/6,SGPEQX-BRRTR-001,4/2/6,A07YD-A07YJ NP5,,OO1114274,IP,BAL - SNG 6,10000,10,0%,Down,0,0.00000
SINGAPORE,TGNIA,BLLTRS-DRRTR-001,9/1/7,SGPEQX-BRRTR-001,4/2/8,A07YD-A07YJ NP16,IH-ASZ-3363,,IP,BAL-SGPEQX-2,10000,10,42%,,10,4.18150
SINGAPORE,TGNIA,BLLTRS-DRRTR-002,3/1/18,SGPEQX-BRRTR-001,6/1/1,P5G-RH8 NP1,,,IP,BAL-SGPEQX-3,10000,10,40%,,10,4.00326
SINGAPORE,TGNIA,BLLTRS-DRRTR-002,3/1/19,SGPEQX-BRRTR-001,6/1/7,A07YD-A07YJ NP20,,,IP,BAL-SGPEQX-4,10000,10,40%,,10,3.98739
SINGAPORE,TGNIA,BLLTRS-DRRTR-002,3/1/4,SGPEQX-BRRTR-001,2/1/2,P5G-RH8 NP8,,,IP,BAL-SGPEQX-5,10000,10,39%,,10,3.94205
SINGAPORE,TGNIA,BLLTRS-DRRTR-002,4/1/4,SGPEQX-BRRTR-002,2/1/3,P5G-RH8 NP7,,,IP,BAL-SGPEQX-6,10000,10,41%,,10,4.09498
SINGAPORE,TGNIA,BLLTRS-DRRTR-002 ,8/2/c2,SGPEQX-BRRTR-002,6/1/c3,A07YD-A07YJ NP24,IH-ATZ-2125,11215155,IP,BAL-SGPEQX-7,100000,100,69%,,100,69.16024
SINGAPORE,TGNIA,BLLTRS-DRRTR-002 ,7/2/c1,SGPEQX-BRRTR-002,8/2/c2, IY100-ZU100 NP1,IH-AWZ-0510,1302408,IP,BAL-SGPEQX-8,100000,100,70%,,100,69.85761
SINGAPORE,C2C,NASGBU-DRRTR-001,1/1/c15,SGPGSW-BRRTR-002,4/1/c1,GLB-C2C-MNL-SG-9-100G,IH-ATZ-4390,BTG SNG IPL 9868743,IP,NASDR1-SGPGSW2-01,100000,100,0%,Down and For Reallocation,0,0.00000
SINGAPORE,C2C,NASGBU-DRRTR-001,1/1/c22,SGPEQX-BRRTR-002,5/1/c1,GLB-C2C-MNL-SG-6-100G,IH-ATZ-4387,BTG SNG IPL 9868743,IP,NASDR1-SGPEQX2-03,100000,100,71%,,100,70.66759
SINGAPORE,C2C,NASGBU-DRRTR-001,10/1/3,SGPEQX-BRRTR-002,1/2/C3,GLB-C2C-MNL-SG-1-100G,IH-ASZ-8707,BTG SNG IPL 9868743,IP,NASDR2-SGPEQX2-02,100000,100,47%,,100,47.12357
SINGAPORE,C2C,NASGBU-DRRTR-001,10/1/4,SGPEQX-BRRTR-002,1/2/C1,GLB-C2C-MNL-SG-2-100G,IH ASZ-8708,BTG SNG IPL 9868743,IP,NASDR2-SGPEQX2-03,100000,100,48%,,100,48.01588
SINGAPORE,C2C,NASGBU-DRRTR-002,5/1/c5,SGPEQX-BRRTR-002,5/1/c2,GLB-C2C-MNL-SG-7-100G,IH-ATZ-4388,BTG SNG IPL 9868743,IP,NSG to SNG 45,100000,100,31%,,100,31.12467
SINGAPORE,C2C,NASGBU-DRRTR-002,5/2/c1,SGPEQX-BRRTR-002,4/1/c1,GLB-C2C-MNL-SG-8-100G,IH-ATZ-4389,BTG SNG IPL 9868743,IP,NSG to SNG 46,100000,100,0%,,100,0.00000
SINGAPORE,C2C,NASGBU-DRRTR-001,1/2/c1,SGPEQX-BRRTR-002,5/2/c4,GLB-C2C-MNL-SG-16-100G,IH-AUZ-9304,BTG SNG IPL 9868743,IP,NSG to SNG 47,100000,100,31%,,100,30.77308
SINGAPORE,C2C,NASGBU-DRRTR-002,8/2/c1,SGPSG5-BRRTR-001,5/1/1,GLB-C2C-MNL-SG-14-100G,IH-ATZ-6675,BTG SNG IPL 9868743,IP,NSG to SNG 48,100000,100,71%, ,100,70.53811
SINGAPORE,C2C,NASGBU-DRRTR-002,1/1/C5,SGPEQX-BRRTR-002,1/1/C6,GLB-C2C-MNL-SG-3-100G,IH-ASZ-8712,BTG SNG IPL 9868743,IP,NSG to SNG 49,100000,100,48%,,100,47.66963
SINGAPORE,C2C,NASGBU-DRRTR-002,5/1/c2,SGPEQX-BRRTR-003,1/1/c2,GLB-C2C-MNL-SG-13-100G,IH-ATZ-6674,BTG SNG IPL 9868743,IP,NSG to SNG 50,100000,100,47%,,100,47.46973
SINGAPORE,C2C,NASGBU-DRRTR-003,1/1/c14,SGPEQX-BRRTR-001 ,9/2/c1,GLB-C2C-MNL-SG-15-100G,IH-AUZ-9303,BTG SNG IPL 9868743,IP,NSG to SNG 51,100000,100,52%,,100,51.73010
SINGAPORE,SJC,NASGBU-DRRTR-002,8/2/c2,SGPEQX-BRRTR-003,3/1/c2,EQX/GT-NSB/GT 64S006GE100L,IH-AUZ-1962,  A132040,IP,NSG to SNG 52,100000,100,48%,,100,47.62809
SINGAPORE,SJC,NASGBU-DRRTR-003,1/2/c2,SGPEQX-BRRTR-001,7/1/1,EQX/GT-NSB/GT 64S003GE100L,IH-AUZ-1958,  A132037,IP,NSG to SNG 29,100000,100,48%,,100,47.91787
SINGAPORE,SJC,NASGBU-DRRTR-003,2/1/c13,SGPEQX-BRRTR-001,7/2/1,EQX/GT-NSB/GT 64S004GE100L,IH-AUZ-1959,  A132038,IP,NSG to SNG 30,100000,100,69%,,100,69.39814
SINGAPORE,SJC,NASGBU-DRRTR-003,9/1/c1,SGPEQX-BRRTR-001,8/1/1,EQX/GT-NSB/GT 64S005GE100L,IH-AUZ-1961,  A132039,IP,NSG to SNG 31,100000,100,70%,,100,69.75178
SINGAPORE,SJC,NASGBU-DRRTR-002,2/2/c4,SGPEQX-BRRTR-002,4/2/c5,EQX/GT-NSB/GT 64S007GE100L,IH-AUZ-8321,A132243,IP,NSG to SGPSG-5,100000,100,17%,,100,17.04187
